budget,family,final_train_loss,knob,lyap,n_params,rel_error,seed,wall_s
400,HenonMap,4.276246023948716e-15,1.24,nan,393,3.849427903371574e-08,2,12.34
400,HenonMap,1.1003420397059926e-15,1.24,nan,393,1.9661631889008786e-08,3,12.26
400,HenonMap,1.037336883058515e-15,1.24,nan,393,1.9094468755537407e-08,4,13.46
800,HenonMap,2.0670132272471163e-15,1.24,nan,777,2.6988905011948737e-08,0,12.81
800,HenonMap,7.314426841986687e-15,1.24,nan,777,5.072256147225396e-08,1,12.85
800,HenonMap,1.151023720780131e-15,1.24,nan,777,1.7382743005474303e-08,2,12.52
800,HenonMap,2.700506485098231e-15,1.24,nan,777,3.025819636294441e-08,3,13.25
800,HenonMap,1.1172729408315262e-15,1.24,nan,777,1.9111143515919666e-08,4,12.67
1600,HenonMap,1.5329959524024161e-15,1.24,nan,1593,2.1388330241956916e-08,0,13.19
1600,HenonMap,1.5187850976872143e-16,1.24,nan,1593,1.4933055649235949e-09,1,13.45
1600,HenonMap,1.1013412404281553e-16,1.24,nan,1593,1.3825323465490572e-09,2,14.21
1600,HenonMap,1.9858004129957864e-15,1.24,nan,1593,2.5782311520764136e-08,3,14.48
1600,HenonMap,3.5504932327512506e-16,1.24,nan,1593,9.702382842096074e-09,4,13.49
3200,HenonMap,5.312417172831374e-16,1.24,nan,3242,1.1924759032874025e-08,0,14.1
3200,HenonMap,9.325873406851315e-17,1.24,nan,3242,1.6932492293738183e-09,1,14.08
3200,HenonMap,2.53630449975617e-16,1.24,nan,3242,1.3825323465490572e-09,2,14.19
3200,HenonMap,3.49220652395843e-16,1.24,nan,3242,9.73720579294413e-09,3,13.84
3200,HenonMap,2.014166611274959e-15,1.24,nan,3242,2.538933016398449e-08,4,13.87
6400,HenonMap,4.589661983800398e-16,1.24,nan,6393,9.61166529443267e-09,0,16.2
6400,HenonMap,4.197975300712642e-15,1.24,nan,6393,3.7410953660783794e-08,1,15.88
6400,HenonMap,3.950173521616307e-16,1.24,nan,6393,3.039475620355357e-09,2,15.93
6400,HenonMap,4.6074255521944e-16,1.24,nan,6393,1.0818186443923637e-08,3,15.61
6400,HenonMap,2.6728619317850646e-16,1.24,nan,6393,9.536800152310674e-09,4,15.61
12800,HenonMap,6.178391132038996e-17,1.24,nan,12762,1.6088343187870783e-09,0,18.33
12800,HenonMap,2.577382751667301e-16,1.24,nan,12762,2.5003712234153024e-09,1,18.67
12800,HenonMap,1.751931932858497e-16,1.24,nan,12762,1.3825323465490572e-09,2,18.41
12800,HenonMap,3.0343505486030153e-15,1.24,nan,12762,3.2407900003226483e-08,3,18.76
12800,HenonMap,2.2414847755669597e-15,1.24,nan,12762,2.7036814362405197e-08,4,18.47
25600,HenonMap,7.260858581048524e-17,1.24,nan,25593,1.4933055649235949e-09,0,22.18
25600,HenonMap,1.3157808176345042e-15,1.24,nan,25593,2.1374361911995258e-08,1,22.89
25600,HenonMap,2.1277424266941126e-16,1.24,nan,25593,2.083377211667676e-09,2,22.79
25600,HenonMap,1.6498469257442139e-15,1.24,nan,25593,2.341818284516203e-08,3,22.84
25600,HenonMap,1.5654144647214706e-16,1.24,nan,25593,1.8289182298990791e-09,4,22.87
51200,HenonMap,1.4066525722000733e-15,1.24,nan,51069,2.1870681250431847e-08,0,30.27
51200,HenonMap,3.2589486664846844e-15,1.24,nan,51069,3.30990653103712e-08,1,30.83
51200,HenonMap,3.860800568133982e-16,1.24,nan,51069,1.0796078609579904e-08,2,30.61
51200,HenonMap,1.3933298959045715e-15,1.24,nan,51069,2.0401136341378007e-08,3,32.26
51200,HenonMap,3.0586644328423065e-17,1.24,nan,51069,5.986540445280728e-10,4,31.26
200,HenonMap,9.940807463135571e-05,1.36,nan,189,0.005855504022842694,0,13.12
200,HenonMap,8.801834093173966e-05,1.36,nan,189,0.005580832721737569,1,12.71
200,HenonMap,0.00012555913696996867,1.36,nan,189,0.006696193323126696,2,12.26
200,HenonMap,7.770950865233317e-05,1.36,nan,189,0.005263582635867767,3,12.29
200,HenonMap,7.756687310757116e-05,1.36,nan,189,0.00523552315449667,4,12.47
400,HenonMap,2.2025380108971147e-05,1.36,nan,393,0.002822482017668635,0,12.4
400,HenonMap,4.1503515240037815e-05,1.36,nan,393,0.003865816371185936,1,12.45
400,HenonMap,4.261709691490978e-05,1.36,nan,393,0.003936563646991671,2,12.66
400,HenonMap,2.4240783779532648e-05,1.36,nan,393,0.002918971548724847,3,12.43
400,HenonMap,4.087627277476713e-05,1.36,nan,393,0.003884524560303427,4,12.45
800,HenonMap,1.562261836079415e-05,1.36,nan,777,0.0023849945460605857,0,12.7
800,HenonMap,1.3146798322850372e-05,1.36,nan,777,0.0021605781039607946,1,12.74
800,HenonMap,1.580128743080422e-05,1.36,nan,777,0.002398278032887238,2,12.56
800,HenonMap,1.597803855111124e-05,1.36,nan,777,0.002432592819792795,3,12.57
800,HenonMap,9.046513958310243e-06,1.36,nan,777,0.001823584657454628,4,12.81
1600,HenonMap,4.074917153047864e-06,1.36,nan,1593,0.0012172018346872696,0,13.02
1600,HenonMap,5.847346583323087e-06,1.36,nan,1593,0.0014447991733519594,1,13.24
1600,HenonMap,1.0031384190369864e-05,1.36,nan,1593,0.0018896950990597557,2,13.36
1600,HenonMap,8.419334535574308e-06,1.36,nan,1593,0.0017505016603143468,3,12.92
1600,HenonMap,6.664059343165718e-06,1.36,nan,1593,0.0015676219658127646,4,13.71
3200,HenonMap,5.022422868933063e-06,1.36,nan,3242,0.0013506160795415758,0,14.08
3200,HenonMap,3.887615584972082e-06,1.36,nan,3242,0.0011916075411482073,1,14.03
3200,HenonMap,4.834238625335274e-06,1.36,nan,3242,0.0013349832802004465,2,14.27
3200,HenonMap,5.932830819801893e-06,1.36,nan,3242,0.0014741055403952885,3,14.52
3200,HenonMap,8.79624959634384e-06,1.36,nan,3242,0.0017858504978167215,4,13.9
6400,HenonMap,2.6424425432196587e-06,1.36,nan,6393,0.0009670473407947123,0,15.49
6400,HenonMap,2.385792804489029e-06,1.36,nan,6393,0.0009172449139542999,1,16.08
6400,HenonMap,3.5990364794997732e-06,1.36,nan,6393,0.0011427119402512371,2,17.13
6400,HenonMap,3.006794271641411e-06,1.36,nan,6393,0.0010274218841231568,3,16.35
6400,HenonMap,3.351002327690367e-06,1.36,nan,6393,0.001093493163513947,4,16.11
12800,HenonMap,2.009794203331694e-06,1.36,nan,12762,0.0008465609001871097,0,18.15
12800,HenonMap,2.641427647176897e-06,1.36,nan,12762,0.0009626718215484495,1,18.82
12800,HenonMap,2.1593986693915212e-06,1.36,nan,12762,0.000873850378163245,2,18.34
12800,HenonMap,2.42562337371055e-06,1.36,nan,12762,0.0009237973338912749,3,18.77
12800,HenonMap,3.055938101169886e-06,1.36,nan,12762,0.0010463300877700458,4,18.28
25600,HenonMap,1.4318080220618866e-06,1.36,nan,25593,0.0007067427575682712,0,22.39
25600,HenonMap,1.3576363744505215e-06,1.36,nan,25593,0.0006993166489461396,1,23.24
25600,HenonMap,1.4380148732016096e-06,1.36,nan,25593,0.0007106682266089815,2,23.68
25600,HenonMap,1.952363170858007e-06,1.36,nan,25593,0.0008254150558855898,3,23.7
25600,HenonMap,1.4932066951587331e-06,1.36,nan,25593,0.0007192753667325461,4,23.57
51200,HenonMap,1.1113797463622176e-06,1.36,nan,51069,0.0006256666754183215,0,30.04
51200,HenonMap,1.0046259103546619e-06,1.36,nan,51069,0.0005921516663998421,1,31.12
51200,HenonMap,1.1949008553528983e-06,1.36,nan,51069,0.0006471119460240961,2,31.03
51200,HenonMap,1.1425010097809718e-06,1.36,nan,51069,0.0006282269314522442,3,30.96
51200,HenonMap,1.628221007194952e-06,1.36,nan,51069,0.0007553979907418214,4,31.1
